"Teil,""Deckungsmenge"",""KommNr"",""Bedarfsmenge"",""Termin"",""SubRefObj"""
"3876r08.68,""10000.0"",""V-000100"",""0.0"",""2025-11-03"","""""
"3841.95,""10000.0"",""V-001000"",""0.0"",""2025-10-10"","""""
"3492a,""0.0"",""116981-000500"",""5000.0"",""2025-07-28"","""""
"38402sbs.80,""18000.0"",""V-001000"",""0.0"",""2025-09-10"","""""
"3734h,""0.0"","""",""10000.0"",""2026-02-26"",""ZL-00228369|3734h||1"""
"3664a,""0.0"","""",""8000.0"",""2025-07-25"",""ZV-00221242|3664a||1"""
"3652ah,""0.0"",""116981-000250"",""250.0"",""2025-07-28"","""""
"3656ah,""0.0"",""116981-000250"",""250.0"",""2025-07-28"","""""
"3664ah,""0.0"",""116981-000250"",""250.0"",""2025-07-28"","""""
"38402sbs.80,""0.0"","""",""18000.0"",""2025-09-09"",""ZL-00228374|38402sbs.80||1"""
"3508c,""0.0"","""",""4000.0"",""2025-10-27"",""ZL-00224977|3508c||1"""
"SRF82,""2000.0"","""",""0.0"",""2025-10-03"","""""
"RCU15,""0.0"","""",""0.076"",""2025-07-16"","""""
"x60020140.60,""60000.0"","""",""0.0"",""2025-07-28"","""""
"zs142428.66,""0.0"",""146041-005000"",""10000.0"",""2025-09-03"","""""
"zs142428.66,""0.0"",""146041-005000"",""10000.0"",""2025-09-03"","""""
"378705.68,""0.0"",""V-002000"",""2000.0"",""2025-08-22"","""""
"x80070140.10,""0.0"",""V-000500"",""2000.0"",""2025-08-08"","""""
"x70220140.10,""0.0"","""",""10000.0"",""2025-08-18"",""ZV-00228318|x70220140.10||1"""
"zs2110034.80,""30000.0"",""V-000500"",""0.0"",""2025-11-21"","""""
"a25170030.60,""10000.0"","""",""0.0"",""2025-07-24"","""""
"x50030075.90,""93995.0"","""",""0.0"",""2025-07-22"","""""
"1364s.68,""0.0"",""V-001000"",""5000.0"",""2025-08-27"","""""
"3876r06.60,""0.0"","""",""27500.0"",""2025-07-11"","""""
"3856.67,""0.0"",""V-001000"",""120000.0"",""2025-11-20"","""""
"1003u.28,""0.0"","""",""30000.0"",""2025-07-29"",""ZL-00228812|1003u.28||1"""
"3764w.67,""0.0"","""",""50000.0"",""2025-07-25"",""ZL-00228817|3764w.67||1"""
"3829a.67,""0.0"","""",""50000.0"",""2025-07-21"",""ZL-00228819|3829a.67||1"""
"3865v02.68,""0.0"","""",""3500.0"",""2025-08-05"",""ZL-00228820|3865v02.68||1"""
"3866g.68,""0.0"","""",""20000.0"",""2025-07-25"",""ZL-00228823|3866g.68||1"""
"387202,""0.0"","""",""3000.0"",""2026-02-26"",""ZL-00228824|387202||1"""
"SCUA58,""0.0"","""",""4.158"",""2025-08-25"","""""
"RRF3,""14.0"","""",""0.0"",""2025-07-25"","""""
"zsc79a1c1.28,""0.0"",""V-002500"",""185000.0"",""2025-02-24"","""""
"a40033019.80,""60000.0"",""V-005000"",""0.0"",""2025-07-25"","""""
"3762a.67,""0.0"",""V-000500"",""500.0"",""2025-08-19"","""""
"1000c.21,""0.0"",""V-002000"",""50000.0"",""2026-02-03"","""""
"1000c.21,""0.0"",""V-002000"",""50000.0"",""2026-05-05"","""""
"zs3060000.22,""0.0"",""V-001000"",""20000.0"",""2025-08-20"","""""
"zs3060000.22,""0.0"",""V-001000"",""20000.0"",""2026-02-04"","""""
"zk200020460,""0.0"",""V-001000"",""2000.0"",""2025-09-03"","""""
"1364s.68,""0.0"",""V-001000"",""2000.0"",""2026-01-08"","""""
"b25090030.60,""0.0"",""V-005000"",""15000.0"",""2025-09-01"","""""
"3779c.28,""0.0"",""V-001000"",""5000.0"",""2025-09-01"","""""
"a30050040.60,""50000.0"","""",""0.0"",""2025-07-23"","""""
"3700,""5000.0"",""110384-000500"",""0.0"",""2025-07-24"","""""
"3775a08.28,""4000.0"",""110384-002000"",""0.0"",""2025-09-18"","""""
"3876r06.68,""5000.0"",""110384-000500"",""0.0"",""2025-07-24"","""""
"3408a,""0.0"",""110682-000050"",""500.0"",""2025-07-25"","""""
"zr2519015x.63,""500000.0"",""138941-010000"",""0.0"",""2025-09-12"","""""
"zr2519015x.63F,""0.0"",""138941-010000"",""500000.0"",""2025-09-09"","""""
"RMSA10,""0.0"",""138941-010000"",""12.42"",""2025-08-13"","""""
"1364d.68,""0.0"",""149811-001000"",""30000.0"",""2025-09-16"","""""
"zk033875vpe5,""4000.0"","""",""0.0"",""2025-11-03"","""""
"zs3405020.22,""0.0"",""V-001000"",""20000.0"",""2025-10-09"","""""
"zs3779r.28,""0.0"",""V-005000"",""120000.0"",""2025-09-02"","""""
"zk033875vpe5,""4000.0"","""",""0.0"",""2026-01-28"","""""
"6409.60,""0.0"",""V-001000"",""3400.0"",""2025-09-19"","""""
"1007a.28,""1500.0"",""V-000500"",""0.0"",""2025-07-25"","""""
"1007a.28,""500.0"",""V-000500"",""0.0"",""2025-07-31"","""""
"1027.98,""5000.0"",""V-000500"",""0.0"",""2025-09-29"","""""
"1027.98,""2500.0"",""V-000500"",""0.0"",""2025-10-27"","""""
"1027.98,""2500.0"",""V-000500"",""0.0"",""2025-11-24"","""""
"1361.61,""5000.0"",""110384-001000"",""0.0"",""2025-08-07"","""""
"396008,""0.0"",""V-000250"",""50000.0"",""2025-09-30"","""""
"3863bsb02.95,""0.0"",""V-000500"",""20000.0"",""2025-09-12"","""""
"3867fc.20,""60000.0"","""",""0.0"",""2026-08-18"","""""
"3867fc.20,""40000.0"","""",""0.0"",""2026-02-10"","""""
"3867fc.20,""40000.0"","""",""0.0"",""2025-10-14"","""""
"470612,""0.0"",""118634-000500"",""2000.0"",""2025-07-29"","""""
"460508,""0.0"",""118634-000500"",""5000.0"",""2025-07-29"","""""
"440710.47,""0.0"",""118634-001000"",""2000.0"",""2025-07-29"","""""
"4508a06.67,""0.0"",""118634-001000"",""5000.0"",""2025-07-29"","""""
"zs1111639140,""0.0"",""146041-000500"",""10000.0"",""2026-01-07"","""""
"zs1111639140,""0.0"",""146041-000500"",""10000.0"",""2026-01-28"","""""
"zs1111639140,""0.0"",""146041-000500"",""10000.0"",""2026-02-18"","""""
"zkhuc0095,""0.0"",""V-010000"",""40304.0"",""2025-08-06"",""LA-00210741|zkhuc0095||0"""
"sprd33408sw,""0.0"",""V-010000"",""10.0"",""2025-08-06"",""LA-00210741|sprd33408sw||0"""
"zk80040010,""0.0"","""",""102500.0"",""2025-08-06"",""LA-00210741|zk80040010||0"""
"zs20318.22,""0.0"","""",""100000.0"",""2025-08-06"",""LA-00210741|zs20318.22||0"""
"zs203180.22,""100000.0"",""V-010000"",""0.0"",""2025-09-09"","""""
"sprd33404sw,""0.0"","""",""10.0"",""2025-09-03"",""LA-00210743|sprd33404sw||0"""
"zkhuc0095,""0.0"",""V-010000"",""40304.0"",""2025-09-03"",""LA-00210743|zkhuc0095||0"""
"sprd33408sw,""0.0"",""V-010000"",""10.0"",""2025-09-03"",""LA-00210743|sprd33408sw||0"""
"3767.67,""0.0"",""V-000500"",""1000.0"",""2025-07-23"","""""
"3832d.61,""0.0"",""116981-001000"",""2000.0"",""2025-09-08"","""""
"03866b.65,""0.0"","""",""2000.0"",""2025-07-23"","""""
"03866b.65,""0.0"","""",""2000.0"",""2025-12-03"","""""
"3866a.68,""0.0"",""V-000500"",""500.0"",""2025-09-05"","""""
"m40010.01.65,""50000.0"","""",""0.0"",""2025-09-30"","""""
"zsf103007.66,""0.0"",""146041-005000"",""40000.0"",""2025-07-23"","""""
"zsf103007.66,""0.0"",""146041-005000"",""40000.0"",""2026-01-07"","""""
"737035,""0.0"","""",""270.0"",""2025-07-22"",""ZL-00222476|737035||1"""
"3829a.67,""5000.0"",""V-000500"",""0.0"",""2025-07-18"","""""
"1364h.68,""0.0"",""V-001000"",""50000.0"",""2025-09-04"","""""
"zr1104120645,""19987.0"",""V-005000"",""0.0"",""2025-06-17"","""""
"1002n.60,""0.0"","""",""1000000.0"",""2025-07-30"","""""
"1002n.68,""1000000.0"","""",""0.0"",""2025-08-14"","""""
"1002n.60,""0.0"","""",""1000000.0"",""2025-09-25"","""""
"1002n.68,""1000000.0"","""",""0.0"",""2025-10-09"","""""
"1002n.60,""0.0"","""",""1000000.0"",""2025-10-30"","""""
"1002n.68,""1000000.0"","""",""0.0"",""2025-11-13"","""""
"x60035100.68,""20000.0"",""V-000500"",""0.0"",""2025-07-22"","""""
"zk210108142,""0.0"",""V-000102"",""1530.0"",""2026-01-22"","""""
"zk210108142,""0.0"",""V-000102"",""1530.0"",""2026-02-11"","""""
"zk210108142,""0.0"",""V-000102"",""1530.0"",""2026-03-03"","""""
"zk210108142,""0.0"",""V-000102"",""1530.0"",""2026-03-23"","""""
"zk210108142,""0.0"",""V-000102"",""1530.0"",""2026-04-10"","""""
"zdm3165,""2000.0"","""",""0.0"",""2025-07-29"","""""
"zk210108142,""0.0"",""V-000102"",""1530.0"",""2026-04-30"","""""
"m40018.01.65,""5000.0"","""",""0.0"",""2025-08-13"","""""
"zk210108142,""0.0"",""V-000102"",""1530.0"",""2026-05-20"","""""
"4010.24,""0.0"",""V-001400"",""1400.0"",""2025-10-06"","""""
"RMS29,""0.0"","""",""8.24"",""2026-02-25"","""""
"a20035025.68,""0.0"",""V-005000"",""65000.0"",""2025-08-19"","""""
"zsf103007.66,""0.0"","""",""40000.0"",""2025-07-21"",""ZV-00216521|zsf103007.66||1"""
"a20035025.68,""0.0"",""V-005000"",""65000.0"",""2025-09-09"","""""
"a20035025.68,""0.0"",""V-005000"",""65000.0"",""2025-09-23"","""""
"a20035025.68,""0.0"",""V-005000"",""65000.0"",""2025-08-26"","""""
"3867qn.68,""0.0"",""145494-000500"",""4000.0"",""2025-10-08"","""""
"zs1022489264,""445769.0"",""110361-010000"",""0.0"",""2025-10-31"","""""
"zs2601329037,""40000.0"",""V-005000"",""0.0"",""2025-12-02"","""""
"1032.62,""0.0"","""",""40000.0"",""2025-10-07"",""ZV-00226917|1032.62||1"""
"zs340988.21,""0.0"","""",""20000.0"",""2025-10-10"",""ZV-00224345|zs340988.21||1"""
"zs340988.21,""0.0"","""",""20000.0"",""2026-03-26"",""ZV-00224346|zs340988.21||1"""
"3785c08.68,""0.0"","""",""50000.0"",""2025-08-06"",""ZV-00226922|3785c08.68||1"""
"3866ab.68,""0.0"","""",""2000.0"",""2025-10-15"",""ZV-00228257|3866ab.68||1"""
"zk80040010,""0.0"","""",""101670.0"",""2026-07-09"",""LA-00229587|zk80040010||0"""
"zs20319.22,""0.0"","""",""100000.0"",""2026-07-09"",""LA-00229587|zs20319.22||0"""
"sprd33404sw,""0.0"","""",""10.0"",""2026-07-09"",""LA-00229587|sprd33404sw||0"""
"zs203190.22,""100000.0"",""V-010000"",""0.0"",""2026-07-31"","""""
"sprd33408sw,""0.0"",""V-010000"",""10.0"",""2026-07-27"",""LA-00229588|sprd33408sw||0"""
"zkhuc0095,""0.0"",""V-010000"",""40304.0"",""2026-07-27"",""LA-00229588|zkhuc0095||0"""
"zk80040010,""0.0"","""",""101670.0"",""2026-07-27"",""LA-00229588|zk80040010||0"""
"zs20319.22,""0.0"","""",""100000.0"",""2026-07-27"",""LA-00229588|zs20319.22||0"""
"sprd33404sw,""0.0"","""",""10.0"",""2026-07-27"",""LA-00229588|sprd33404sw||0"""
"zs203190.22,""100000.0"",""V-010000"",""0.0"",""2026-08-18"","""""
"396508,""0.0"","""",""4000.0"",""2025-10-08"",""ZV-00228271|396508||1"""
"sprd33408sw,""0.0"",""V-010000"",""10.0"",""2026-08-12"",""LA-00229589|sprd33408sw||0"""
"3986s,""0.0"","""",""5.0"",""2025-09-03"",""ZV-00228273|3986s||1"""
"zkhuc0095,""0.0"",""V-010000"",""40304.0"",""2026-08-12"",""LA-00229589|zkhuc0095||0"""
"zk80040010,""0.0"","""",""101670.0"",""2026-08-12"",""LA-00229589|zk80040010||0"""
"1004b.20,""10000.0"",""V-010000"",""0.0"",""2025-08-26"","""""
"zp20444.60,""10000.0"","""",""0.0"",""2025-07-11"","""""
"zp20444.60,""10000.0"","""",""0.0"",""2025-07-25"","""""
"zs1111639140,""0.0"",""146041-000500"",""10000.0"",""2025-09-24"","""""
"x40060045.65,""20000.0"",""V-000500"",""0.0"",""2025-10-20"","""""
"zs4b14530.67,""0.0"","""",""47000.0"",""2025-08-14"",""ZV-00198917|zs4b14530.67||1"""
"x94064050.45,""8000.0"",""V-001000"",""0.0"",""2025-11-21"","""""
"104808,""0.0"","""",""1.0"",""2025-08-11"",""ZV-00228852|104808||1"""
"200645.68,""0.0"","""",""8000.0"",""2025-07-29"",""ZV-00228853|200645.68||1"""
"3414a,""0.0"","""",""1000.0"",""2026-01-29"",""ZV-00228855|3414a||1"""
"zs1111639140,""0.0"",""146041-000500"",""10000.0"",""2025-09-03"","""""
"zs1111639140,""0.0"",""146041-000500"",""10000.0"",""2025-07-23"","""""
"zs1111639140,""0.0"",""146041-000500"",""10000.0"",""2025-08-13"","""""
"zdzt48812.62,""200000.0"",""V-005000"",""0.0"",""2026-02-10"","""""
"zdzt48812.62,""100000.0"",""V-005000"",""0.0"",""2026-02-13"","""""
"zs20521.68,""0.0"",""V-005000"",""50000.0"",""2025-10-03"","""""
"3869g.60,""0.0"","""",""20000.0"",""2025-09-01"","""""
"3869g.61,""20000.0"","""",""0.0"",""2025-09-15"","""""
"1080h.61,""150000.0"",""V-010000"",""0.0"",""2025-08-07"","""""
"2065.68,""6000.0"",""V-001000"",""0.0"",""2025-08-07"","""""
"3406b,""2000.0"",""V-000500"",""0.0"",""2026-02-27"","""""
"3411a,""2000.0"",""V-000100"",""0.0"",""2025-07-22"","""""
"3412a,""1500.0"",""V-000050"",""0.0"",""2025-07-22"","""""
"3414a,""7000.0"",""V-000100"",""0.0"",""2026-01-30"","""""
"3764.67,""50000.0"",""V-002000"",""0.0"",""2025-08-07"","""""
"1245.60,""0.0"","""",""25000.0"",""2025-09-30"","""""
"1245.68,""25000.0"","""",""0.0"",""2025-10-14"","""""
"203690.60,""0.0"","""",""25000.0"",""2025-07-26"","""""
"203690.68,""25000.0"","""",""0.0"",""2025-08-05"","""""
"38422sba.90,""50000.0"","""",""0.0"",""2025-09-10"","""""
"x26105015.47,""1000000.0"","""",""0.0"",""2026-01-15"","""""
"x26105015.47F,""0.0"",""150764"",""45000.0"",""2025-06-06"","""""
"x89210022.47,""200000.0"","""",""0.0"",""2025-09-23"","""""
"200790.60,""0.0"",""V-002000"",""5380.0"",""2025-08-07"","""""
"976.22,""0.0"","""",""25920.0"",""2025-08-25"",""LA-00223475|976.22||0"""
"zk210105791,""0.0"","""",""6480.0"",""2025-08-25"",""LA-00223475|zk210105791||0"""
"zk210105762,""0.0"","""",""6480.0"",""2025-08-25"",""LA-00223475|zk210105762||0"""
"zk2101081471,""0.0"","""",""6480.0"",""2025-08-25"",""LA-00223475|zk2101081471||0"""
"kas187133113,""0.0"",""V-000216"",""32.0"",""2025-08-25"","""""
"kas194140060,""0.0"",""V-000216"",""32.0"",""2025-08-25"","""""
"kas187133003,""0.0"",""V-000216"",""162.0"",""2025-08-25"","""""
"3866a.61,""100000.0"","""",""0.0"",""2025-07-21"","""""
"zdzt50095.62,""120800.0"","""",""0.0"",""2025-07-21"","""""
"zb8761190,""2325.0"",""V-000075"",""0.0"",""2025-10-30"","""""
"zb876119,""0.0"","""",""2325.0"",""2025-10-29"",""LA-00228117|zb876119||0"""
"zk440320227,""0.0"","""",""3146.0"",""2025-10-29"",""LA-00228117|zk440320227||0"""
"zkabx0375,""0.0"",""V-000075"",""9126.0"",""2025-10-29"",""LA-00228117|zkabx0375||0"""
"3838an.67,""0.0"","""",""3000.0"",""2025-08-18"",""ZV-00226846|3838an.67||1"""
"sprd33416sw,""0.0"","""",""31.0"",""2025-10-29"",""LA-00228117|sprd33416sw||0"""
"3869g.61,""0.0"","""",""20000.0"",""2025-09-15"",""ZV-00226848|3869g.61||1"""
"sprd33428sw,""0.0"","""",""31.0"",""2025-10-29"",""LA-00228117|sprd33428sw||0"""
"3876c.67,""0.0"","""",""5000.0"",""2026-01-22"",""ZV-00226852|3876c.67||1"""
"zb876119,""2325.0"","""",""0.0"",""2025-10-28"","""""
"zp866488.62,""0.0"","""",""13950.0"",""2025-10-06"",""LA-00228118|zp866488.62||0"""
"zp866486.62,""0.0"","""",""4650.0"",""2025-10-06"",""LA-00228118|zp866486.62||0"""
"zk876182,""0.0"","""",""2325.0"",""2025-10-06"",""LA-00228118|zk876182||0"""
"RCU15,""0.0"","""",""2.076"",""2025-11-19"","""""
"SST8,""0.0"","""",""0.872"",""2025-07-21"","""""
"c13080010.68F,""0.0"",""155158"",""26957.0"",""2025-08-11"","""""
"b22035025.60,""0.0"",""V-005000"",""20000.0"",""2025-08-08"","""""
"zk210108142,""0.0"",""V-000102"",""1530.0"",""2026-01-06"","""""
"x43127057.60,""0.0"",""V-005000"",""75000.0"",""2025-09-19"","""""
"999.20,""0.0"","""",""2500.0"",""2025-07-24"",""ZV-00224557|999.20||1"""
"3775a08.28,""0.0"",""110384-002000"",""4000.0"",""2025-09-19"","""""
"3876r06.68,""0.0"",""110384-000500"",""5000.0"",""2025-07-25"","""""
"zs2110034.80,""30000.0"",""V-000500"",""0.0"",""2025-11-14"","""""
"zsf103007.60,""0.0"","""",""130000.0"",""2025-09-08"","""""
"zszt27786.70,""0.0"","""",""12500.0"",""2025-08-27"",""ZV-00225819|zszt27786.70||1"""
"zs2110034.80,""30000.0"",""V-000500"",""0.0"",""2026-02-09"","""""
"1345.20,""0.0"","""",""109200.0"",""2025-07-24"","""""
"zs2110034.80,""30000.0"",""V-000500"",""0.0"",""2026-04-28"","""""
"zs3869b.60,""0.0"","""",""50000.0"",""2025-09-09"","""""
"zk20557,""23600.0"","""",""0.0"",""2025-07-08"","""""
"zk20557,""0.0"","""",""23600.0"",""2025-07-14"","""""
"1016l.60,""300000.0"","""",""0.0"",""2025-09-16"","""""
"470612,""0.0"","""",""2000.0"",""2025-07-24"",""ZV-00226377|470612||1"""
"m30020.00.65,""0.0"","""",""10000.0"",""2025-08-04"",""ZV-00226381|m30020.00.65||1"""
"104808,""0.0"",""110376-000001"",""1.0"",""2025-08-14"","""""
"3867y.28,""0.0"",""V-002000"",""4000.0"",""2025-07-16"","""""
"zs2014.68,""0.0"","""",""75000.0"",""2025-09-25"",""ZV-00226384|zs2014.68||1"""
"1004p.60,""300000.0"","""",""0.0"",""2025-10-07"","""""
"zp0414110928,""1200000.0"",""148099-007500"",""0.0"",""2025-12-08"","""""
"1016b.60,""50000.0"","""",""0.0"",""2025-08-19"","""""
"zsmp300m614,""62000.0"","""",""0.0"",""2025-09-16"","""""
"450308.65,""0.0"",""V-001000"",""10000.0"",""2025-08-06"","""""
"x65135054.40,""0.0"",""118635-006000"",""313600.0"",""2025-07-24"","""""
"x07012036.ps,""100000.0"","""",""0.0"",""2025-08-28"","""""
"x76135062.40,""0.0"",""118635-012000"",""111770.0"",""2025-07-24"","""""
"03866a.68,""0.0"","""",""6000.0"",""2025-09-23"","""""
"mat_6,""0.0"","""",""34.0"",""2025-08-21"","""""
"mb_3,""0.0"","""",""0.75"",""2025-08-21"","""""
"x16090015.47,""1000000.0"","""",""0.0"",""2025-12-16"","""""
"x16090015.47F,""0.0"",""156516"",""1000000.0"",""2025-12-03"","""""
"RCU12,""0.0"","""",""54.379"",""2025-08-12"","""""
"03775l08.28,""0.0"",""152721-005000"",""50000.0"",""2025-07-23"","""""
"03775l08.28,""50000.0"",""152721-005000"",""0.0"",""2025-07-23"","""""
"03866a.28,""0.0"","""",""10000.0"",""2025-07-23"","""""
"3515a,""0.0"",""118052-001000"",""30000.0"",""2025-07-31"","""""
"03866a.28,""10000.0"","""",""0.0"",""2025-07-23"","""""
"03866b.65,""0.0"","""",""2000.0"",""2025-07-23"","""""
"03866b.65,""2000.0"","""",""0.0"",""2025-07-23"","""""
"1009k.20,""100000.0"","""",""0.0"",""2025-08-26"","""""
"1001z.28,""0.0"",""118052-002000"",""100000.0"",""2025-11-13"","""""
"3760a.60,""100000.0"","""",""0.0"",""2025-09-02"","""""
"zr2550015x.63,""500000.0"","""",""0.0"",""2025-09-04"","""""
"zr2540015x.63,""500000.0"","""",""0.0"",""2025-09-01"","""""
"zr20416.80,""0.0"",""V-004000"",""96000.0"",""2025-12-16"","""""
"zr20416.80,""0.0"",""V-004000"",""96000.0"",""2026-01-29"","""""
"zr2535015x.63F,""0.0"",""153478"",""500000.0"",""2025-08-23"","""""
"zr20417.80,""0.0"",""V-005000"",""30000.0"",""2025-08-12"","""""
"zr20417.80,""0.0"",""V-005000"",""30000.0"",""2025-08-28"","""""
"zr20417.80,""0.0"",""V-005000"",""30000.0"",""2025-10-03"","""""
"zr20417.80,""0.0"",""V-005000"",""30000.0"",""2025-09-18"","""""
"440106.47,""0.0"",""V-001000"",""1000.0"",""2025-08-06"","""""
"450008.65,""0.0"",""V-001000"",""10000.0"",""2025-08-06"","""""
"zs4g89553.60,""0.0"","""",""500000.0"",""2025-10-09"","""""
"zs4g89553.68,""500000.0"","""",""0.0"",""2025-10-23"","""""
"zs4g89552.60,""0.0"","""",""500000.0"",""2025-10-09"","""""
"zs4g89552.68,""500000.0"","""",""0.0"",""2025-10-23"","""""
"zs20494.60,""0.0"","""",""200000.0"",""2026-10-06"","""""
"zs20494.68,""200000.0"","""",""0.0"",""2026-10-20"","""""
"zs20494.60,""0.0"","""",""200000.0"",""2026-04-07"","""""
"zs20494.68,""200000.0"","""",""0.0"",""2026-04-21"","""""
"zs20494.60,""0.0"","""",""200000.0"",""2025-09-19"","""""
"zs20494.68,""200000.0"","""",""0.0"",""2025-09-30"","""""
"zs20422.60,""0.0"","""",""21000.0"",""2025-07-29"","""""
"zs20422.68,""21000.0"","""",""0.0"",""2025-08-08"","""""
"zs1016k.68,""40000.0"","""",""0.0"",""2025-08-12"","""""
"5121.90,""0.0"","""",""30000.0"",""2025-10-09"","""""
"5121.99,""30000.0"","""",""0.0"",""2025-10-23"","""""
"469806,""10000.0"",""V-000500"",""0.0"",""2025-07-23"","""""
"6443.65,""5000.0"",""V-001000"",""0.0"",""2025-08-12"","""""
"zk210106160,""6480.0"",""V-000216"",""0.0"",""2026-04-08"","""""
"zsf103007.66,""0.0"",""146041-005000"",""40000.0"",""2025-09-03"","""""
"6443.65,""25000.0"",""V-001000"",""0.0"",""2025-12-02"","""""
"6443.65,""25000.0"",""V-001000"",""0.0"",""2026-03-19"","""""
"470006,""0.0"",""160447-000500"",""6000.0"",""2025-07-23"","""""
"3789c08.68,""0.0"","""",""20000.0"",""2025-11-21"",""ZV-00226099|3789c08.68||1"""
"470006,""6000.0"",""160447-000500"",""0.0"",""2025-07-23"","""""
"470108,""0.0"",""148736-000500"",""10000.0"",""2025-07-23"","""""
"470108,""10000.0"",""148736-000500"",""0.0"",""2025-07-23"","""""
"zsf103007.66,""0.0"",""146041-005000"",""40000.0"",""2025-11-26"","""""
"470108,""0.0"",""160447-001000"",""25000.0"",""2025-07-23"","""""
"470108,""25000.0"",""160447-001000"",""0.0"",""2025-07-23"","""""
"zk210106160,""6480.0"",""V-000216"",""0.0"",""2026-05-20"","""""
"470308,""0.0"",""160447-001000"",""12000.0"",""2025-07-23"","""""
"470308,""12000.0"",""160447-001000"",""0.0"",""2025-07-23"","""""
"470408,""0.0"",""V-000500"",""2000.0"",""2025-07-23"","""""
"zp0414110928F,""0.0"",""148099-007500"",""1200000.0"",""2025-09-15"","""""
"RBZ3,""0.0"",""148099-007500"",""111.6"",""2025-07-21"","""""
"zk20326,""0.0"",""148099-007500"",""160.0"",""2025-07-21"",""LA-00225079|zk20326||0"""
"vpss021,""0.0"",""148099-007500"",""9.0"",""2025-07-21"","""""
"vpfk085,""0.0"",""148099-007500"",""9.0"",""2025-07-21"",""LA-00225079|vpfk085||0"""
"zp0414110928F,""0.0"",""148099-007500"",""1200000.0"",""2025-09-22"","""""
"RBZ3,""0.0"",""148099-007500"",""111.6"",""2025-08-22"","""""
"zs20438.68,""25000.0"",""V-001000"",""0.0"",""2025-08-07"","""""
"zs20438.68,""25000.0"",""V-001000"",""0.0"",""2026-01-19"","""""
"zs20438.68,""25000.0"",""V-001000"",""0.0"",""2026-04-23"","""""
"zk20326,""0.0"",""148099-007500"",""160.0"",""2025-08-24"",""LA-00225089|zk20326||0"""
"vpss021,""0.0"",""148099-007500"",""9.0"",""2025-08-24"","""""
"vpfk085,""0.0"",""148099-007500"",""9.0"",""2025-08-24"",""LA-00225089|vpfk085||0"""
"6503e.95,""0.0"","""",""100000.0"",""2025-08-11"",""ZL-00225551|6503e.95||1"""
"5121.90,""30000.0"","""",""0.0"",""2025-10-07"","""""
"1001a.68,""0.0"",""V-002000"",""40000.0"",""2025-07-07"","""""
"zs20422.60,""21000.0"","""",""0.0"",""2025-07-22"","""""
"zs4g89552.60,""500000.0"","""",""0.0"",""2025-09-30"","""""
"1345.20,""500000.0"","""",""0.0"",""2026-05-05"","""""
"1345.20,""500000.0"","""",""0.0"",""2025-09-09"","""""
"3607a,""0.0"",""V-000250"",""250.0"",""2025-07-25"","""""
"3649a,""2000.0"","""",""0.0"",""2025-10-27"","""""
"3647a,""3000.0"","""",""0.0"",""2025-10-27"","""""
"3840.80,""0.0"",""V-001000"",""5000.0"",""2025-07-23"","""""
"3628c,""15000.0"","""",""0.0"",""2025-10-27"","""""
"3612a,""15000.0"","""",""0.0"",""2025-10-27"","""""
"3611a,""50000.0"","""",""0.0"",""2025-10-27"","""""
"3584a,""3000.0"","""",""0.0"",""2025-10-27"","""""
"3560a,""8000.0"","""",""0.0"",""2025-10-27"","""""
"3551a,""3000.0"","""",""0.0"",""2025-10-27"","""""
"3525a,""10000.0"","""",""0.0"",""2025-10-27"","""""
"3508c,""10000.0"","""",""0.0"",""2025-10-27"","""""
"3507a,""10000.0"","""",""0.0"",""2025-10-27"","""""
"3496a,""10000.0"","""",""0.0"",""2025-10-27"","""""
"3492c,""10000.0"","""",""0.0"",""2025-10-27"","""""
"3492a,""60000.0"","""",""0.0"",""2025-10-27"","""""
"4805,""15000.0"","""",""0.0"",""2025-10-27"","""""
"3831n.67,""0.0"",""V-001000"",""2000.0"",""2025-08-20"","""""
