"Teil","Suchbegriff","WBZ","Selektion","ArtikelGruppe","DispoArt"
"zs3409270.61","Abdeckscheib","15.0","959600","959600","0"
"Galvanik","GALV","0.0","Galvanik","0","3"
"zs340928.20","Abdeckscheib","35.0","959600","959600","0"
"zs340928.22","Abdeckscheib","15.0","959600","959600","0"
"zs105622.20","Abdeckung","60.0","959600","959600","0"
"zs105622.23","Abdeckung","15.0","959600","959600","0"
"zk20405","Abdeckung Ku","0.0","959700","959700","0"
"vpfk080","Safeshield","20.0","970302","970302","0"
"vpfk081","Safeshield","20.0","970302","970302","0"
"3950g","Abisolierzan","0.0","601010","601010","0"
"3950k","Abisolierzan","65.0","601010","601010","2"
"vpfk082","Safeshield","20.0","970302","970302","0"
"3950wn","Abisolierzan","15.0","601010","601010","0"
"vpfk083","Safeshield","20.0","970302","970302","0"
"3951c","Abisolierzan","0.0","601010","601010","0"
"3951d","Abisolierzan","0.0","601010","601010","0"
"zs043382000","Abschirmblec","50.0","959600","959600","0"
"zs305360.80","Abschirmblec","60.0","959600","959600","0"
"zs53504002","Abschirmblec","45.0","959600","959600","0"
"zs281399.70","Abschirmblec","105.0","959600","959600","0"
"zs281399.78","Abschirmblec","15.0","959600","959600","0"
"zs281399078","Abschirmblec","30.0","959600","959600","0"
"zs1111630280","Abschirmblec","30.0","959600","959600","0"
"zszt35154.70","Abschirmblec","75.0","959600","959600","0"
"zszt40956.20","Abschirmblec","60.0","959600","959600","0"
"zszt47555.20","Abschirmblec","125.0","959600","959600","0"
"x89085022.47","AbschirmhÃ¼ls","15.0","152240","152240","0"
"zs1111639140","Abschirmung","55.0","959600","959600","2"
"zs138670.40","Abschirmung","60.0","959600","959600","0"
"zs157362.40","Abschirmung","110.0","959600","959600","0"
"zs157364.80","Abschirmung","80.0","959600","959600","0"
"wz4020","Speedplatte","0.0","959901","959904","0"
"zsi912013.40","Abschirmung","115.0","959600","959600","0"
"zsi913034.40","Abschirmung","120.0","959600","959600","0"
"zsi913036.40","Abschirmung","60.0","959600","959600","0"
"zsi914025.80","Abschirmung","115.0","959600","959600","2"
"zsi914028.80","Abschirmung","40.0","959600","959600","2"
"wz4021","Speedplatte","0.0","959901","959904","0"
"471016","AderendhÃ¼lse","20.0","522020","522020","2"
"471018","AderendhÃ¼lse","20.0","522020","522020","2"
"471022","AderendhÃ¼lse","20.0","522020","522020","2"
"469806","AderendhÃ¼lse","20.0","522020","522020","2"
"469808","AderendhÃ¼lse","20.0","522020","522020","2"
"461116","AderendhÃ¼lse","20.0","522030","522030","2"
"461118","AderendhÃ¼lse","20.0","522030","522030","0"
"461125","AderendhÃ¼lse","20.0","522030","522030","2"
"460508","AderendhÃ¼lse","20.0","522030","522030","2"
"460508s","AderendhÃ¼lse","20.0","522030","522030","0"
"460510","AderendhÃ¼lse","20.0","522030","522030","2"
"460512","AderendhÃ¼lse","20.0","522030","522030","2"
"460518","AderendhÃ¼lse","20.0","522030","522030","2"
"461530","AderendhÃ¼lse","145.0","522030","522030","2"
"470208c","AderendhÃ¼lse","20.0","522020","522020","2"
"470208w","AderendhÃ¼lse","20.0","522020","522020","2"
"490912","AderendhÃ¼lse","20.0","522010","522010","2"
"490918","AderendhÃ¼lse","20.0","522010","522010","2"
"491220","AderendhÃ¼lse","20.0","522010","522010","2"
"zs130009.40","Abschirmung","35.0","959600","959600","0"
"s15100092060","AbschlusshÃ¼l","60.0","250560","250560","0"
"s15100092068","AbschlusshÃ¼l","15.0","250560","250560","0"
"s22130132560","AbschlusshÃ¼l","10.0","250560","250560","0"
"s22130132561","AbschlusshÃ¼l","0.0","250560","250560","0"
"s28170143060","AbschlusshÃ¼l","60.0","250560","250560","0"
"s30130165060","AbschlusshÃ¼l","60.0","250560","250560","0"
"s30130165065","AbschlusshÃ¼l","15.0","250560","250560","0"
"s50100205060","AbschlusshÃ¼l","35.0","250560","250560","0"
"s50100205065","AbschlusshÃ¼l","15.0","250560","250560","0"
"s60100255060","AbschlusshÃ¼l","60.0","250560","250560","0"
"s60100255065","AbschlusshÃ¼l","15.0","250560","250560","0"
"s90930672965","AbschlusshÃ¼l","15.0","250560","250560","0"
"s90930672960","AbschlusshÃ¼l","60.0","250560","250560","0"
"zd555250390","Abstandsbolz","0.0","959800","959800","0"
"ah16e070.pa","Abstandshalt","40.0","151560","151560","0"
"ah16e120.pa","Abstandshalt","10.0","151560","151560","2"
"ah16e130.pa","Abstandshalt","20.0","151560","151560","0"
"ah16e170.pa","Abstandshalt","40.0","151560","151560","0"
"491225","AderendhÃ¼lse","20.0","522010","522010","2"
"461016","AderendhÃ¼lse","20.0","522030","522030","2"
"461018","AderendhÃ¼lse","20.0","522030","522030","2"
"461022","AderendhÃ¼lse","20.0","522030","522030","2"
"469706","AderendhÃ¼lse","20.0","522020","522020","2"
"469708","AderendhÃ¼lse","20.0","522020","522020","2"
"470812","AderendhÃ¼lse","20.0","522020","522020","2"
"470818","AderendhÃ¼lse","20.0","522020","522020","2"
"460306","AderendhÃ¼lse","20.0","522030","522030","2"
"460308","AderendhÃ¼lse","20.0","522030","522030","2"
"460308w","AderendhÃ¼lse","20.0","522030","522030","2"
"460310","AderendhÃ¼lse","20.0","522030","522030","2"
"460310w","AderendhÃ¼lse","20.0","522030","522030","2"
"460312","AderendhÃ¼lse","20.0","522030","522030","2"
"461321","AderendhÃ¼lse","145.0","522030","522030","2"
"461632","AderendhÃ¼lse","145.0","522030","522030","2"
"470006","AderendhÃ¼lse","20.0","522020","522020","2"
"470008","AderendhÃ¼lse","20.0","522020","522020","2"
"490712","AderendhÃ¼lse","20.0","522010","522010","2"
"ah1e085.pa","Abstandshalt","0.0","151570","151570","0"
"ah1e120.pa","Abstandshalt","0.0","151570","151570","0"
"ah2e040.pa","Abstandshalt","10.0","151560","151560","2"
"ah2e050.pa","Abstandshalt","40.0","151560","151560","0"
"ah2e080.pa","Abstandshalt","40.0","151560","151560","0"
"ah2e100.pa","Abstandshalt","40.0","151560","151560","0"
"ah2e150.pa","Abstandshalt","10.0","151560","151560","2"
"ah3e080.pa","Abstandshalt","40.0","151560","151560","0"
"658.60","Abstandshalt","0.0","253530","253530","0"
"658.68","Abstandshalt","15.0","253530","253530","0"
"659.60","Abstandshalt","40.0","253530","253530","0"
"659.68","Abstandshalt","15.0","253530","253530","0"
"662.60","Abstandshalt","0.0","253530","253530","0"
"662.68","Abstandshalt","15.0","253530","253530","0"
"zk20432","AbstÃ¼tzhÃ¼lse","20.0","959300","959300","0"
"hmpr011","GleitbahnenÃ¶","0.0","Werk 2","970201","0"
"vpfk078","Faltkarton 3","20.0","950000","970302","2"
"4171.5","Abtastfinger","60.0","655510","655510","0"
"zs20347.20","Abwicklung K","60.0","959600","959600","0"
"vpbf040","Einschweissb","0.0","950000","950000","2"
"3924","Abzweigklemm","145.0","556500","556500","2"
"3924f","Abzweigklemm","145.0","556500","556500","2"
"3927","Abzweigklemm","145.0","556500","556500","2"
"3927a","Abzweigklemm","0.0","556500","556500","2"
"3927b","Abzweigklemm","0.0","556500","556500","2"
"3927f","Abzweigklemm","145.0","556500","556500","2"
"3929","Abzweigklemm","145.0","556500","556500","2"
"3929f","Abzweigklemm","145.0","556500","556500","2"
"zs3245.60","Actuator Lev","70.0","959600","959600","0"
"zr119874.40","AderendhÃ¼lse","60.0","959500","959500","0"
"zr119874.41","AderendhÃ¼lse","15.0","959500","959500","0"
"460508.03000","AderendhÃ¼lse","20.0","522560","522560","2"
"460308.05000","AderendhÃ¼lse","20.0","522560","522560","2"
"470508.03000","AderendhÃ¼lse","20.0","522550","522550","2"
"490208.05000","AderendhÃ¼lse","20.0","522540","522540","2"
"470208.05000","AderendhÃ¼lse","20.0","522550","522550","2"
"460108.05000","AderendhÃ¼lse","20.0","522560","522560","2"
"460408.05000","AderendhÃ¼lse","20.0","522560","522560","2"
"470308.05000","AderendhÃ¼lse","20.0","522550","522550","2"
"470408.05000","460508.03000","20.0","522550","522550","2"
"459908.05000","AderendhÃ¼lse","60.0","522560","522560","0"
"460208.05000","AderendhÃ¼lse","20.0","522560","522560","2"
"470108.05000","AderendhÃ¼lse","20.0","522550","522550","2"
"460812","AderendhÃ¼lse","20.0","522030","522030","2"
"460818","AderendhÃ¼lse","20.0","522030","522030","2"
"460712","AderendhÃ¼lse","20.0","522030","522030","2"
"460718","AderendhÃ¼lse","20.0","522030","522030","2"
"470406","AderendhÃ¼lse","20.0","522020","522020","2"
"470406w","AderendhÃ¼lse","20.0","522020","522020","0"
"470408","AderendhÃ¼lse","20.0","522020","522020","2"
"470408w","AderendhÃ¼lse","20.0","522020","522020","2"
"470410","AderendhÃ¼lse","20.0","522020","522020","2"
"00000001 MRO","MRO","0.0","","","9"
"RAL1","","30.0","","970101","0"
"RAL10","","35.0","","970101","0"
"RAL11","","35.0","","970101","0"
"RAL2","","25.0","","970101","2"
"RAL3","","30.0","","970101","2"
"RAL4","","30.0","","970101","2"
"RAL5","","20.0","","970101","2"
"RAL6","","30.0","","970101","2"
"RAL7","","35.0","","970101","0"
"RAL8","","30.0","","970101","0"
"RBZ0","","0.0","","970102","0"
"RBZ1","","0.0","","970102","0"
"RBZ10","","0.0","","970102","0"
"RBZ2","","35.0","","970102","0"
"RBZ3","","45.0","","970102","2"
"RBZ4","","0.0","","970102","0"
"RBZ5","","0.0","","970102","0"
"RBZ6","","35.0","","970101","0"
"RBZ7","","0.0","","970102","0"
"RBZ8","","0.0","","970101","0"
"RBZ9","","0.0","","970102","0"
"RCN0","","30.0","","970101","0"
"RCN1","","0.0","","970101","0"
"RCN2","","30.0","","970101","0"
"RCN3","","30.0","","970101","0"
"RCU0","","30.0","","970101","0"
"RCU1","","50.0","","970101","2"
"RCU10","","35.0","","970101","0"
"RCU11","","35.0","","970101","0"
"RCU12","","30.0","","970101","2"
"RCU13","","30.0","","970101","0"
"RCU14","","30.0","","970101","0"
"RCU15","","30.0","","970101","2"
"RCU16","","35.0","","970101","0"
"RCU17","","35.0","","970101","0"
"RCU18","","30.0","","970101","0"
"RCU19","","35.0","","970101","0"
"RCU2","","80.0","","970101","0"
"RCU20","","35.0","","970101","2"
"RCU21","","30.0","","970101","0"
"RCU22","","30.0","","970101","0"
"RCU23","","35.0","","970101","2"
"RCU24","","35.0","","970101","0"
"RCU25","","0.0","","970101","0"
"RCU26","","35.0","","970101","2"
"RCU27","","30.0","","970101","0"
"RCU28","","30.0","","970101","0"
"RCU29","","40.0","","970101","0"
"RCU3","","30.0","","970101","2"
"RCU30","","35.0","","970101","0"
"RCU31","","35.0","","970101","0"
"RCU32","","30.0","","970101","0"
"RCU33","","35.0","","970101","0"
"RCU34","","30.0","","970101","0"
"RCU35","","35.0","","970101","0"
"RCU36","","30.0","","970101","0"
"RCU37","","30.0","","970101","0"
"RCU4","","30.0","","970102","0"
"RCU43","","45.0","","970101","0"
"RCU44","","35.0","","970101","0"
"RCU45","","30.0","","970101","0"
"RCU46","","35.0","","970101","0"
"RCU47","","55.0","","970101","0"
"RCU48","","35.0","","970101","0"
"RCU49","","35.0","","970101","0"
"RCU5","","30.0","","970101","2"
"RCU50","","35.0","","970101","0"
"RCU51","","35.0","","970101","0"
"RCU53","","0.0","","970101","0"
"RCU54","","0.0","","970101","0"
"RCU55","","35.0","","970101","0"
"RCU56","","35.0","","970101","0"
"RCU57","","50.0","","970101","0"
"RCU58","","0.0","","970102","0"
"RCU59","","35.0","","970101","0"
"RCU6","","35.0","","970101","0"
"RCU60","","35.0","","970101","0"
"RCU61","","35.0","","970101","0"
"RCU62","","35.0","","970101","0"
"RCU63","","30.0","","970101","0"
"RCU64","","30.0","","970101","0"
"RCU65","","35.0","","970101","0"
"RCU66","","35.0","","970101","0"
"RCU67","","35.0","","970101","0"
"RCU68","","35.0","","970101","0"
"RCU69","","30.0","","970101","0"
"RCU7","","35.0","","970101","0"
"RCU70","","35.0","","970101","0"
"RCU71","","35.0","","970101","0"
"RCU8","","30.0","","970101","2"
"RCU9","","30.0","","970101","2"
"RCUA0","","30.0","","970101","2"
"RCUA1","","30.0","","970101","0"
"RCUA10","","35.0","","970101","0"
"RCUA11","","35.0","","970101","0"
"RCUA12","","20.0","","970101","0"
"RCUA13","","45.0","","970101","0"
"RCUA14","","30.0","","970101","0"
"RCUA15","","30.0","","970101","0"
"RCUA16","","30.0","","970101","0"
"RCUA17","","30.0","","970101","0"
"RCUA18","","30.0","","970101","0"
"RCUA19","","25.0","","970101","2"
"RCUA2","","30.0","","970101","0"
"RCUA20","","30.0","","970101","0"
"RCUA21","","35.0","","970101","0"
"RCUA22","","35.0","","970101","0"
"RCUA23","","25.0","","970101","2"
"RCUA24","","40.0","","970101","0"
"RCUA25","","35.0","","970101","0"
"RCUA26","","40.0","","970101","0"
"RCUA27","","30.0","","970101","0"
"RCUA28","","35.0","","970101","0"
"RCUA29","","40.0","","970101","0"
"RCUA3","","30.0","","970101","0"
"RCUA30","","30.0","","970101","0"
"RCUA31","","35.0","","970101","0"
"RCUA4","","30.0","","970101","0"
"RCUA5","","30.0","","970101","0"
"RCUA6","","30.0","","970101","0"
"RCUA7","","30.0","","970101","0"
"RCUA8","","30.0","","970101","0"
"RCUA9","","40.0","","970101","0"
"RCUAKH0","","30.0","","970101","0"
"RCUAKH19","","30.0","","970101","0"
"RCUKH10","","30.0","","970101","0"
"RCUKH12","","30.0","","970101","0"
"RCUKH15","","30.0","","970101","0"
"RCUKH20","","30.0","","970101","0"
"RCUKH23","","30.0","","970101","0"
"RCUKH3","","30.0","","970101","0"
"RCUKH8","","30.0","","970101","0"
"RMS0","","0.0","","970101","0"
"RMS1","","30.0","","970101","0"
"RMS10","","35.0","","970101","0"
"RMS11","","30.0","","970101","0"
"RMS12","","30.0","","970101","0"
"RMS13","","35.0","","970101","0"
"RMS14","","35.0","","970101","0"
"RMS15","","30.0","","970101","0"
"RMS16","","40.0","","970101","0"
"RMS17","","30.0","","970102","2"
"RMS18","","25.0","","970102","2"
"RMS19","","30.0","","970102","0"
"RMS2","","30.0","","970101","0"
"RMS20","","0.0","","970102","0"
"470412","AderendhÃ¼lse","20.0","522020","522020","2"
"RMS24","","35.0","","970101","0"
"RMS26","","35.0","","970101","0"
"RMS27","","120.0","","970101","0"
"RMS28","","0.0","","970102","0"
"RMS29","","25.0","","970102","2"
"RMS3","","40.0","","970101","0"
"RMS30","","60.0","","970102","0"
"RMS31","","30.0","","970102","2"
"RMS32","","0.0","","970102","0"
"RMS33","","35.0","","970101","0"
"RMS34","","25.0","","970101","2"
"RMS35","","35.0","","970101","0"
"RMS36","","35.0","","970101","0"
"RMS37","","35.0","","970101","0"
"RMS38","","35.0","","970101","0"
"RMS39","","35.0","","970101","0"
"RMS4","","30.0","","970101","0"
"RMS40","","30.0","","970101","0"
"470414","AderendhÃ¼lse","20.0","522020","522020","0"
"RMS42","","35.0","","970101","0"
"RMS43","","0.0","","970101","0"
"RMS44","","30.0","","970101","0"
"RMS45","","35.0","","970101","0"
"RMS46","","0.0","","970101","0"
"RMS48","","35.0","","970101","0"
"RMS49","","0.0","","970101","0"
"RMS5","","20.0","","970101","2"
"RMS50","","0.0","","970102","0"
"RMS51","","35.0","","970101","0"
"RMS53","","35.0","","970101","0"
"RMS54","","35.0","","970101","0"
"RMS6","","30.0","","970101","0"
"RMS7","","30.0","","970101","0"
"RMS8","","0.0","","970102","0"
"RMS9","","10.0","","970101","2"
"RMSA0","","35.0","","970101","0"
"RMSA1","","25.0","","970101","2"
"RMSA10","","20.0","","970101","2"
"RMSA11","","30.0","","970101","0"
"RMSA12","","35.0","","970101","0"
"RMSA13","","25.0","","970101","2"
"RMSA14","","35.0","","970101","0"
"RMSA15","","40.0","","970101","2"
"RMSA16","","30.0","","970101","0"
"RMSA17","","30.0","","970101","0"
"RMSA18","","35.0","","970101","0"
"RMSA19","","45.0","","970101","2"
"RMSA2","","25.0","","970101","0"
"RMSA20","","30.0","","970101","0"
"RMSA21","","30.0","","970101","0"
"RMSA22","","30.0","","970101","0"
"RMSA23","","35.0","","970101","0"
"RMSA24","","20.0","","970101","0"
"RMSA25","","30.0","","970101","0"
"RMSA26","","30.0","","970101","0"
"RMSA27","","30.0","","970101","0"
"RMSA28","","25.0","","970101","2"
"RMSA29","","35.0","","970101","0"
"RMSA3","","30.0","","970101","0"
"RMSA30","","25.0","","970101","2"
"RMSA31","","25.0","","970101","2"
"RMSA32","","30.0","","970101","0"
"RMSA33","","35.0","","970101","0"
"RMSA34","","35.0","","970101","0"
"RMSA35","","35.0","","970101","0"
"RMSA36","","30.0","","970101","0"
"RMSA37","","30.0","","970101","0"
"RMSA38","","30.0","","970101","0"
"RMSA39","","30.0","","970101","0"
"RMSA4","","30.0","","970101","0"
"RMSA40","","30.0","","970101","0"
"RMSA41","","30.0","","970101","0"
"RMSA42","","30.0","","970101","0"
"RMSA43","","30.0","","970101","0"
"RMSA44","","35.0","","970101","0"
"RMSA45","","30.0","","970101","0"
"RMSA46","","30.0","","970101","0"
"RMSA47","","30.0","","970101","0"
"RMSA48","","45.0","","970101","0"
"RMSA49","","35.0","","970101","0"
"RMSA5","","30.0","","970101","0"
"RMSA6","","35.0","","970101","0"
"RMSA7","","30.0","","970101","0"
"RMSA8","","30.0","","970101","0"
"RMSA9","","35.0","","970101","0"
"RRF0","","0.0","","970101","0"
"RRF1","","0.0","","970101","0"
"RRF10","","0.0","","970101","0"
"RRF11","","0.0","","970101","0"
"RRF12","","0.0","","970101","0"
"RRF13","","35.0","","970101","0"
"RRF14","","0.0","","970101","0"
"RRF2","","0.0","","970101","0"
"RRF3","","105.0","","970101","0"
"RRF4","","0.0","","970101","0"
"RRF5","","0.0","","970101","0"
"RRF7","","15.0","","970101","0"
"RRF8","","35.0","","970101","0"
"RRF9","","0.0","","970101","0"
"RST1","","35.0","","970101","0"
"RST2","","35.0","","970101","0"
"RST3","","35.0","","970101","0"
"SAL0","","30.0","","970101","0"
"SAL1","","30.0","","970101","0"
"SAL10","","40.0","","970101","0"
"SAL11","","35.0","","970101","0"
"SAL12","","60.0","","970101","2"
"SAL13","","75.0","","970101","0"
"SAL14","","35.0","","970101","0"
"SAL15","","25.0","","970101","2"
"SAL16","","30.0","","970101","0"
"SAL17","","35.0","","970101","0"
"SAL18","","35.0","","970101","0"
"SAL19","","30.0","","970101","0"
"SAL2","","30.0","","970101","0"
"SAL20","","35.0","","970101","0"
"SAL21","","25.0","","970101","2"
"SAL22","","30.0","","970101","0"
"SAL24","","30.0","","970101","0"
"SAL25","","35.0","","970101","0"
"SAL26","","35.0","","970101","2"
"SAL27","","60.0","","970101","2"
"SAL28","","35.0","","970101","0"
"SAL29","","35.0","","970101","0"
"SAL3","","35.0","","970101","0"
"SAL30","","35.0","","970101","0"
"SAL31","","35.0","","970101","0"
"SAL32","","35.0","","970101","0"
"SAL33","","35.0","","970101","0"
"SAL34","","0.0","","970101","0"
"SAL35","","0.0","","970101","0"
"SAL36","","35.0","","970101","0"
"SAL37","","35.0","","970101","0"
"SAL39","","0.0","","970101","0"
"SAL4","","30.0","","970101","0"
"SAL40","","0.0","","970101","0"
"SAL44","","35.0","","970101","0"
"SAL45","","35.0","","970101","0"
"SAL48","","35.0","","970101","0"
"SAL49","","35.0","","970101","0"
"SAL5","","35.0","","970101","0"
"SAL50","","35.0","","970101","0"
"SAL6","","25.0","","970101","2"
"SAL7","","35.0","","970101","0"
"SAL8","","30.0","","970101","0"
"SAL9","","40.0","","970101","0"
"SBZ0","","30.0","","970101","0"
"SBZ1","","30.0","","970101","0"
"SBZ2","","0.0","","970101","0"
"SBZ3","","35.0","","970101","0"
"SCN0","","30.0","","970101","0"
"SCN1","","30.0","","970101","0"
"SCN2","","35.0","","970101","0"
"SCN3","","30.0","","970101","0"
"SCN4","","30.0","","970101","0"
"SCN5","","35.0","","970101","0"
"SCN6","","30.0","","970101","0"
"SCN7","","35.0","","970101","0"
"SCN8","","30.0","","970101","0"
"SCN9","","35.0","","970101","0"
"SCU0","","30.0","","970101","0"
"SCU1","","30.0","","970101","0"
"SCU10","","30.0","","970101","0"
"SCU100","","30.0","","970101","0"
"SCU101","","0.0","","970101","0"
"SCU102","","35.0","","970101","0"
"SCU103","","35.0","","970101","0"
"SCU104","","35.0","","970101","0"
"SCU105","","35.0","","970101","0"
"SCU106","","35.0","","970101","0"
"SCU107","","35.0","","970101","0"
"SCU108","","35.0","","970101","0"
"SCU109","","35.0","","970101","0"
"SCU11","","35.0","","970101","0"
"SCU110","","30.0","","970101","0"
"SCU111","","35.0","","970101","0"
"SCU112","","35.0","","970101","0"
"SCU114","","35.0","","970101","0"
"SCU115","","35.0","","970101","0"
"SCU116","","35.0","","970101","0"
"SCU117","","35.0","","970101","0"
"SCU118","","0.0","","970101","0"
"SCU119","","35.0","","970101","0"
"SCU12","","30.0","","970101","0"
"SCU120","","0.0","","970101","0"
"SCU121","","35.0","","970101","0"
"SCU122","","30.0","","970101","0"
"SCU123","","35.0","","970101","0"
"SCU13","","30.0","","970101","0"
"SCU14","","30.0","","970101","0"
"SCU15","","35.0","","970101","0"
"SCU16","","35.0","","970101","0"
"SCU17","","30.0","","970101","0"
"SCU18","","35.0","","970101","0"
"SCU19","","30.0","","970101","0"
"SCU2","","30.0","","970101","0"
"SCU20","","30.0","","970101","0"
"SCU21","","30.0","","970101","0"
"SCU22","","30.0","","970101","0"
"SCU23","","35.0","","970101","0"
"SCU24","","35.0","","970101","0"
"SCU25","","30.0","","970101","0"
"SCU26","","30.0","","970101","0"
"SCU27","","30.0","","970101","0"
"SCU28","","30.0","","970101","0"
"SCU29","","30.0","","970101","0"
"SCU3","","30.0","","970101","0"
"SCU30","","30.0","","970101","0"
"SCU31","","35.0","","970101","0"
"SCU32","","30.0","","970101","0"
"SCU33","","35.0","","970101","0"
"SCU34","","55.0","","970101","0"
"SCU35","","35.0","","970101","0"
"SCU36","","30.0","","970101","0"
"SCU37","","30.0","","970101","0"
"SCU38","","35.0","","970101","0"
"SCU39","","30.0","","970101","0"
"SCU4","","30.0","","970101","0"
"SCU40","","30.0","","970101","0"
"SCU41","","30.0","","970101","0"
"SCU42","","35.0","","970101","0"
"SCU43","","30.0","","970101","0"
"SCU44","","30.0","","970101","0"
"SCU45","","30.0","","970101","0"
"SCU46","","35.0","","970101","0"
"SCU47","","30.0","","970101","0"
"SCU48","","30.0","","970101","0"
"SCU49","","30.0","","970101","0"
"SCU5","","45.0","","970101","0"
"SCU50","","30.0","","970101","0"
"SCU51","","30.0","","970101","0"
"SCU52","","30.0","","970101","0"
"SCU53","","35.0","","970101","0"
"SCU54","","30.0","","970101","0"
"SCU55","","30.0","","970101","0"
"SCU56","","30.0","","970101","0"
"SCU57","","35.0","","970101","0"
"SCU58","","35.0","","970101","0"
"SCU59","","35.0","","970101","0"
"SCU6","","30.0","","970101","0"
"SCU60","","35.0","","970101","0"
"SCU61","","30.0","","970101","0"
"SCU62","","30.0","","970101","0"
"SCU63","","30.0","","970101","0"
"SCU64","","35.0","","970101","0"
"SCU65","","30.0","","970101","0"
"SCU66","","65.0","","970101","0"
"SCU67","","35.0","","970101","0"
"SCU68","","35.0","","970101","0"
"SCU69","","35.0","","970101","0"
"SCU7","","35.0","","970101","0"
"SCU70","","60.0","","970101","0"
"SCU71","","35.0","","970101","0"
"SCU72","","35.0","","970101","0"
"SCU73","","30.0","","970101","0"
"SCU74","","35.0","","970101","0"
"SCU75","","30.0","","970101","0"
"SCU76","","35.0","","970101","0"
"SCU77","","35.0","","970101","0"
"470418","AderendhÃ¼lse","20.0","522020","522020","2"
"SCU79","","35.0","","970101","0"
"SCU8","","30.0","","970101","0"
"SCU80","","35.0","","970101","0"
"SCU83","","35.0","","970101","0"
"SCU84","","60.0","","970101","0"
"SCU85","","35.0","","970101","0"
"SCU86","","35.0","","970101","0"
"SCU87","","35.0","","970101","0"
"SCU88","","65.0","","970101","0"
"SCU89","","35.0","","970101","0"
"SCU9","","30.0","","970101","0"
"SCU90","","35.0","","970101","0"
"SCU91","","35.0","","970101","0"
"SCU92","","70.0","","970101","0"
"SCU93","","60.0","","970101","0"
"SCU94","","35.0","","970101","0"
"SCU95","","35.0","","970101","0"
"SCU96","","35.0","","970101","0"
"SCU97","","0.0","","970101","0"
"SCU98","","0.0","","970101","0"
"SCU99","","0.0","","970101","0"
"SCUA0","","30.0","","970101","0"
"SCUA1","","55.0","","970101","0"
"SCUA10","","35.0","","970101","0"
"SCUA11","","35.0","","970101","0"
"SCUA12","","30.0","","970101","0"
"SCUA13","","70.0","","970101","0"
"SCUA14","","35.0","","970101","0"
"SCUA15","","35.0","","970101","0"
"SCUA16","","35.0","","970101","0"
"SCUA17","","30.0","","970101","0"
"SCUA18","","50.0","","970101","0"
"SCUA19","","30.0","","970101","2"
"SCUA2","","50.0","","970101","0"
"SCUA20","","30.0","","970101","0"
"SCUA21","","30.0","","970101","0"
"SCUA22","","30.0","","970101","0"
"SCUA23","","35.0","","970101","0"
"SCUA24","","35.0","","970101","0"
"SCUA25","","25.0","","970101","2"
"SCUA26","","30.0","","970101","0"
"SCUA27","","30.0","","970101","0"
"SCUA28","","30.0","","970101","0"
"SCUA29","","30.0","","970101","0"
"SCUA3","","30.0","","970101","0"
"SCUA30","","30.0","","970101","0"
"SCUA31","","30.0","","970101","0"
"SCUA32","","40.0","","970101","0"
"SCUA33","","40.0","","970101","0"
"SCUA34","","70.0","","970101","0"
"SCUA35","","40.0","","970101","0"
"SCUA36","","35.0","","970101","0"
"SCUA37","","35.0","","970101","2"
"SCUA38","","30.0","","970101","0"
"SCUA39","","55.0","","970101","0"
"SCUA4","","30.0","","970101","0"
"SCUA40","","30.0","","970101","0"
"SCUA41","","40.0","","970101","0"
"SCUA42","","30.0","","970101","0"
"SCUA43","","45.0","","970101","0"
"SCUA44","","30.0","","970101","0"
"SCUA45","","35.0","","970101","0"
"SCUA46","","35.0","","970101","0"
"SCUA47","","30.0","","970101","0"
"SCUA48","","35.0","","970101","0"
"SCUA49","","30.0","","970101","0"
"SCUA5","","30.0","","970101","0"
"SCUA50","","35.0","","970101","0"
"SCUA51","","30.0","","970101","0"
"SCUA52","","35.0","","970101","0"
"SCUA53","","0.0","","970101","0"
"SCUA54","","35.0","","970101","0"
"SCUA55","","30.0","","970101","0"
"SCUA56","","60.0","","970101","0"
"SCUA57","","30.0","","970101","0"
"SCUA58","","60.0","","970101","0"
"SCUA59","","25.0","","970101","2"
"SCUA6","","34.0","","970101","0"
"SCUA60","","30.0","","970101","0"
"SCUA61","","30.0","","970101","0"
"SCUA62","","35.0","","970101","0"
"SCUA63","","35.0","","970101","0"
"SCUA64","","30.0","","970101","0"
"SCUA65","","35.0","","970101","0"
"SCUA66","","30.0","","970101","0"
"SCUA67","","20.0","","970101","0"
"SCUA68","","35.0","","970101","0"
"SCUA69","","30.0","","970101","0"
"SCUA7","","60.0","","970101","0"
"SCUA70","","35.0","","970101","0"
"SCUA71","","35.0","","970101","0"
"SCUA72","","30.0","","970101","0"
"SCUA73","","70.0","","970101","0"
"SCUA74","","35.0","","970101","0"
"SCUA75","","35.0","","970101","0"
"SCUA76","","30.0","","970101","0"
"SCUA77","","35.0","","970101","0"
"SCUA78","","30.0","","970101","0"
"SCUA79","","30.0","","970101","0"
"SCUA8","","30.0","","970101","0"
"SCUA9","","30.0","","970101","0"
"SMS0","","35.0","","970101","0"
"SMS1","","30.0","","970101","0"
"SMS10","","30.0","","970101","0"
"SMS100","","0.0","","970101","0"
"SMS101","","0.0","","970101","0"
"SMS102","","35.0","","970101","0"
"SMS103","","0.0","","970101","0"
"SMS104","","30.0","","970101","0"
"SMS105","","0.0","","970101","0"
"SMS106","","35.0","","970101","0"
"SMS107","","0.0","","970101","0"
"SMS108","","0.0","","970101","0"
"SMS109","","35.0","","970101","0"
