"Teil","Suchbegriff","WBZ","Selektion","ArtikelGruppe","DispoArt"
"SMS11","","30.0","","970101","0"
"SMS110","","0.0","","970101","0"
"SMS111","","35.0","","970101","0"
"SMS112","","0.0","","970101","0"
"SMS113","","0.0","","970101","0"
"SMS114","","0.0","","970101","0"
"SMS115","","0.0","","970101","0"
"SMS116","","0.0","","970101","0"
"SMS117","","0.0","","970101","0"
"SMS118","","35.0","","970101","0"
"SMS119","","35.0","","970101","0"
"SMS12","","30.0","","970101","0"
"SMS120","","0.0","","970101","0"
"SMS122","","35.0","","970101","0"
"SMS123","","35.0","","970101","0"
"SMS124","","0.0","","970101","0"
"SMS125","","35.0","","970101","0"
"SMS126","","35.0","","970101","0"
"SMS127","","35.0","","970101","0"
"SMS129","","35.0","","970101","0"
"SMS13","","30.0","","970101","0"
"SMS130","","30.0","","970101","0"
"SMS131","","35.0","","970101","0"
"SMS132","","35.0","","970101","0"
"SMS133","","35.0","","970101","0"
"SMS134","","30.0","","970101","0"
"SMS135","","35.0","","970101","0"
"SMS136","","35.0","","970101","0"
"SMS137","","35.0","","970101","0"
"SMS138","","30.0","","970101","0"
"SMS139","","30.0","","970101","0"
"SMS14","","30.0","","970101","0"
"SMS140","","35.0","","970101","0"
"SMS141","","35.0","","970101","0"
"SMS142","","40.0","","970101","0"
"SMS143","","35.0","","970101","0"
"SMS144","","0.0","","970101","0"
"SMS15","","25.0","","970101","2"
"SMS16","","30.0","","970101","0"
"SMS17","","25.0","","970101","2"
"SMS18","","30.0","","970101","0"
"SMS19","","35.0","","970101","0"
"SMS2","","30.0","","970101","0"
"SMS20","","35.0","","970101","0"
"SMS21","","35.0","","970101","0"
"SMS22","","35.0","","970101","0"
"SMS23","","30.0","","970101","0"
"SMS24","","30.0","","970101","0"
"SMS25","","35.0","","970101","0"
"SMS26","","30.0","","970101","0"
"SMS27","","30.0","","970101","0"
"SMS28","","30.0","","970101","0"
"SMS29","","30.0","","970101","0"
"SMS3","","35.0","","970101","0"
"SMS30","","35.0","","970101","0"
"SMS31","","30.0","","970101","0"
"SMS32","","30.0","","970101","0"
"SMS33","","25.0","","970101","2"
"SMS34","","30.0","","970101","0"
"SMS35","","70.0","","970101","0"
"SMS36","","30.0","","970101","0"
"SMS37","","25.0","","970101","2"
"SMS38","","35.0","","970101","0"
"SMS39","","25.0","","970101","2"
"SMS4","","30.0","","970101","0"
"SMS40","","30.0","","970101","0"
"SMS41","","35.0","","970101","0"
"SMS42","","65.0","","970101","0"
"SMS43","","30.0","","970101","0"
"SMS44","","35.0","","970101","0"
"SMS45","","40.0","","970101","0"
"SMS46","","30.0","","970101","0"
"SMS47","","35.0","","970101","0"
"SMS48","","25.0","","970101","2"
"SMS49","","35.0","","970101","0"
"SMS5","","30.0","","970101","0"
"SMS50","","30.0","","970101","0"
"SMS51","","35.0","","970101","0"
"SMS52","","30.0","","970101","0"
"SMS53","","30.0","","970101","0"
"SMS54","","30.0","","970101","0"
"SMS55","","30.0","","970101","0"
"SMS56","","30.0","","970101","0"
"SMS57","","35.0","","970101","0"
"SMS58","","40.0","","970101","0"
"SMS6","","30.0","","970101","0"
"SMS60","","35.0","","970101","0"
"SMS61","","30.0","","970101","0"
"SMS62","","35.0","","970101","0"
"SMS63","","35.0","","970101","0"
"SMS64","","35.0","","970101","0"
"SMS65","","35.0","","970101","0"
"SMS66","","35.0","","970101","0"
"SMS67","","35.0","","970101","0"
"SMS68","","35.0","","970101","0"
"SMS69","","35.0","","970101","0"
"SMS7","","35.0","","970101","0"
"SMS70","","45.0","","970101","0"
"SMS71","","40.0","","970101","0"
"SMS72","","35.0","","970101","0"
"SMS73","","35.0","","970101","0"
"SMS74","","30.0","","9701","0"
"SMS75","","0.0","","9701","0"
"SMS76","","30.0","","9701","0"
"SMS77","","30.0","","970101","0"
"SMS78","","35.0","","970101","0"
"SMS79","","35.0","","970101","0"
"SMS8","","35.0","","970101","0"
"SMS80","","40.0","","970101","0"
"SMS81","","35.0","","970101","0"
"SMS82","","35.0","","970101","0"
"SMS83","","95.0","","970101","0"
"SMS84","","35.0","","970101","0"
"SMS85","","0.0","","970101","0"
"SMS86","","35.0","","970101","0"
"SMS87","","0.0","","970101","0"
"SMS88","","35.0","","970101","0"
"SMS89","","35.0","","970101","0"
"SMS9","","30.0","","970101","0"
"SMS90","","0.0","","970101","0"
"SMS92","","0.0","","970101","0"
"SMS93","","0.0","","970101","0"
"SMS94","","30.0","","970101","0"
"SMS95","","0.0","","970101","0"
"SMS96","","0.0","","970101","0"
"SMS97","","0.0","","970101","0"
"SMS98","","0.0","","970101","0"
"SMS99","","35.0","","970101","0"
"SMSA0","","35.0","","970101","0"
"SMSA1","","25.0","","970101","2"
"SMSA10","","35.0","","970101","0"
"SMSA11","","35.0","","970101","0"
"SMSA13","","35.0","","970101","0"
"SMSA14","","30.0","","970101","0"
"SMSA15","","30.0","","970101","0"
"SMSA16","","35.0","","970101","0"
"SMSA17","","30.0","","970101","0"
"SMSA18","","30.0","","970101","0"
"SMSA19","","20.0","","970101","2"
"SMSA2","","25.0","","970101","2"
"SMSA20","","30.0","","970101","0"
"SMSA21","","25.0","","970101","2"
"SMSA22","","30.0","","970101","0"
"SMSA23","","25.0","","970101","2"
"SMSA24","","35.0","","970101","0"
"SMSA25","","35.0","","970101","0"
"SMSA26","","30.0","","970101","0"
"SMSA27","","30.0","","970101","0"
"SMSA28","","20.0","","970101","2"
"SMSA29","","35.0","","970101","0"
"SMSA3","","35.0","","970101","0"
"SMSA30","","30.0","","970101","0"
"SMSA31","","35.0","","970101","0"
"SMSA32","","30.0","","970101","0"
"SMSA33","","40.0","","970101","0"
"SMSA34","","35.0","","970101","0"
"SMSA35","","20.0","","970101","2"
"SMSA36","","30.0","","970101","0"
"SMSA37","","35.0","","970101","0"
"SMSA38","","40.0","","970101","0"
"SMSA39","","20.0","","970101","2"
"SMSA4","","25.0","","970101","2"
"SMSA40","","35.0","","970101","0"
"SMSA41","","30.0","","970101","0"
"SMSA42","","0.0","","970101","0"
"SMSA43","","35.0","","970101","0"
"SMSA44","","0.0","","970101","0"
"SMSA45","","35.0","","970101","0"
"SMSA46","","30.0","","970101","0"
"SMSA47","","0.0","","970101","0"
"SMSA48","","35.0","","970101","0"
"SMSA49","","40.0","","970101","0"
"SMSA5","","30.0","","970101","0"
"SMSA50","","0.0","","970101","0"
"SMSA51","","30.0","","970101","0"
"SMSA52","","0.0","","970101","0"
"SMSA53","","35.0","","970101","0"
"SMSA54","","30.0","","970101","0"
"SMSA55","","25.0","","970101","2"
"SMSA56","","35.0","","970101","0"
"SMSA57","","35.0","","970101","0"
"SMSA58","","35.0","","970101","0"
"SMSA59","","30.0","","970101","0"
"SMSA6","","35.0","","970101","0"
"SMSA60","","35.0","","970101","0"
"SMSA61","","35.0","","970101","0"
"SMSA62","","30.0","","970101","0"
"SMSA63","","30.0","","970101","0"
"SMSA64","","35.0","","970101","0"
"SMSA65","","30.0","","970101","0"
"SMSA66","","30.0","","970101","0"
"SMSA67","","35.0","","970101","0"
"SMSA68","","35.0","","970101","0"
"SMSA69","","35.0","","970101","0"
"SMSA7","","30.0","","970101","0"
"SMSA70","","30.0","","970101","0"
"SMSA71","","30.0","","970101","0"
"SMSA72","","30.0","","970101","0"
"SMSA73","","0.0","","970101","0"
"SMSA74","","30.0","","970101","0"
"SMSA75","","30.0","","970101","0"
"SMSA76","","30.0","","970101","0"
"SMSA77","","0.0","","970101","0"
"SMSA78","","30.0","","970101","0"
"SMSA79","","30.0","","970101","0"
"SMSA8","","30.0","","970101","0"
"SMSA80","","35.0","","970101","0"
"SMSA81","","35.0","","970101","0"
"SMSA82","","35.0","","970101","0"
"SMSA83","","30.0","","970101","0"
"SMSA84","","35.0","","970101","0"
"SMSA85","","30.0","","970101","0"
"SMSA86","","35.0","","970101","0"
"SMSA87","","0.0","","970101","0"
"SMSA88","","35.0","","970101","0"
"SMSA89","","35.0","","970101","0"
"SMSA9","","30.0","","970101","0"
"SNS0","","30.0","","970101","0"
"SRF0","","0.0","","970101","0"
"SRF1","","0.0","","970101","0"
"SRF10","","0.0","","970101","0"
"SRF11","","210.0","","970101","0"
"SRF12","","115.0","","970101","0"
"SRF13","","0.0","","970101","0"
"SRF14","","35.0","","970101","0"
"SRF15","","20.0","","970101","0"
"SRF18","","135.0","","970101","0"
"SRF19","","135.0","","970101","0"
"SRF2","","0.0","","970101","0"
"SRF20","","0.0","","970101","0"
"SRF21","","0.0","","970101","0"
"SRF22","","0.0","","970101","0"
"SRF23","","0.0","","970101","0"
"SRF24","","0.0","","970101","0"
"SRF25","","0.0","","970101","0"
"SRF26","","0.0","","970101","0"
"SRF27","","0.0","","970101","0"
"SRF28","","0.0","","970101","0"
"SRF29","","0.0","","970101","0"
"SRF30","","0.0","","970101","0"
"SRF31","","0.0","","970101","0"
"SRF32","","0.0","","970101","0"
"SRF33","","0.0","","970101","0"
"SRF34","","0.0","","970101","0"
"SRF35","","0.0","","970101","0"
"SRF36","","0.0","","970101","0"
"SRF37","","0.0","","970101","0"
"SRF38","","0.0","","970101","0"
"SRF39","","10.0","","970101","0"
"SRF4","","0.0","","970101","0"
"SRF40","","0.0","","970101","0"
"SRF41","","0.0","","970101","0"
"SRF42","","0.0","","970101","0"
"SRF43","","0.0","","970101","0"
"SRF44","","0.0","","970101","0"
"SRF45","","0.0","","970101","0"
"SRF46","","0.0","","970101","0"
"SRF47","","0.0","","970101","0"
"SRF48","","0.0","","970101","0"
"SRF49","","0.0","","970101","0"
"SRF5","","0.0","","970101","0"
"SRF50","","0.0","","970101","0"
"SRF51","","0.0","","970101","0"
"SRF52","","0.0","","970101","0"
"SRF53","","0.0","","970101","0"
"SRF54","","0.0","","970101","0"
"SRF55","","0.0","","970101","0"
"SRF56","","0.0","","970101","0"
"SRF6","","0.0","","970101","0"
"SRF7","","15.0","","970101","0"
"SRF8","","85.0","","970101","0"
"SRF9","","85.0","","970101","0"
"SST0","","21.0","","970101","0"
"SST1","","0.0","","970101","0"
"SST10","","35.0","","970101","0"
"SST11","","35.0","","970101","0"
"SST12","","35.0","","970101","0"
"SST13","","35.0","","970101","0"
"SST14","","21.0","","970101","0"
"SST15","","21.0","","970101","0"
"SST16","","35.0","","970101","0"
"SST17","","21.0","","970101","0"
"SST18","","35.0","","970101","0"
"SST19","","100.0","","970101","0"
"SST2","","35.0","","970101","0"
"SST20","","35.0","","970101","0"
"SST21","","35.0","","970101","0"
"SST22","","140.0","","970101","0"
"SST23","","35.0","","970101","0"
"SST24","","35.0","","970101","0"
"SST25","","35.0","","970101","0"
"SST26","","35.0","","970101","0"
"SST27","","35.0","","970101","0"
"SST28","","0.0","","970101","0"
"SST29","","0.0","","970101","0"
"SST3","","35.0","","970101","0"
"SST30","","0.0","","970101","0"
"SST31","","40.0","","970101","0"
"SST32","","21.0","","970101","0"
"SST33","","0.0","","970101","0"
"SST34","","0.0","","970101","0"
"SST35","","21.0","","970101","0"
"SST36","","21.0","","970101","0"
"SST37","","21.0","","970101","0"
"SST38","","0.0","","970101","0"
"SST39","","0.0","","970101","0"
"SST4","","21.0","","970101","0"
"SST40","","0.0","","970101","0"
"SST41","","0.0","","970101","0"
"SST42","","21.0","","970101","0"
"SST43","","0.0","","970101","0"
"SST45","","35.0","","970101","0"
"SST46","","35.0","","970101","0"
"SST47","","0.0","","970101","0"
"SST48","","21.0","","970101","0"
"SST49","","0.0","","970101","0"
"SST5","","35.0","","970101","0"
"SST50","","21.0","","970101","0"
"SST51","","35.0","","970101","0"
"SST6","","0.0","","970101","0"
"SST7","","40.0","","970101","0"
"SST8","","25.0","","970101","2"
"SST9","","35.0","","970101","0"
"x40100046.45F","CrimphÃ¼lsen","10.0","151900","151900","9"
"x50100042.45F","CrimphÃ¼lsen","10.0","151900","151900","9"
"x65100054.45F","CrimphÃ¼lsen","10.0","151900","151900","9"
"x12105015.47F","DistanzhÃ¼lse","10.0","151800","151800","9"
"x23514501547F","Rohrabschnit","10.0","151800","151800","9"
"x23520501547F","Rohrabschnit","10.0","151800","151800","3"
"x23508501547F","Rohrabschnit","10.0","151800","151800","3"
"x23510501547F","Rohrabschnit","10.0","151800","151800","9"
"x11077015.47F","Rohrabschnit","10.0","151800","151800","9"
"x11097015.47F","Rohrabschnit","10.0","151800","151800","9"
"x14127015.47F","Rohrabschnit","10.0","151800","151800","9"
"x14087015.47F","Rohrabschnit","10.0","151800","151800","9"
"x14098015.47F","Rohrabschnit","10.0","151800","151800","9"
"x16130015.47F","Rohrabschnit","10.0","151800","151800","3"
"x16150015.47F","Rohrabschnit","10.0","151800","151800","9"
"x16090015.47F","Rohrabschnit","10.0","151800","151800","9"
"x16110015.47F","Rohrabschnit","10.0","151800","151800","9"
"x18130015.47F","Rohrabschnit","10.0","151800","151800","9"
"x18150015.47F","Rohrabschnit","10.0","151800","151800","9"
"x18090015.47F","Rohrabschnit","10.0","151800","151800","9"
"x18105015.47F","Rohrabschnit","10.0","151800","151800","9"
"x21130015.47F","Rohrabschnit","10.0","151800","151800","9"
"x21150015.47F","Rohrabschnit","10.0","151800","151800","3"
"x21210015.47F","Rohrabschnit","10.0","151800","151800","3"
"x21090015.47F","Rohrabschnit","10.0","151800","151800","3"
"x21105015.47F","Rohrabschnit","10.0","151800","151800","9"
"x26125015.47F","Rohrabschnit","10.0","151800","151800","9"
"x26150015.47F","Rohrabschnit","10.0","151800","151800","9"
"x26210015.47F","Rohrabschnit","10.0","151800","151800","3"
"x26090015.47F","Rohrabschnit","10.0","151800","151800","3"
"x26105015.47F","Rohrabschnit","10.0","151800","151800","9"
"x32135015.47F","Rohrabschnit","10.0","151800","151800","9"
"x32155015.47F","Rohrabschnit","10.0","151800","151800","9"
"x32215015.47F","Rohrabschnit","10.0","151800","151800","9"
"x32125015.47F","Rohrabschnit","10.0","151800","151800","9"
"x40150020.47F","Rohrabschnit","10.0","151800","151800","9"
"x40210020.47F","Rohrabschnit","10.0","151800","151800","9"
"x50150020.47F","Rohrabschnit","10.0","151800","151800","9"
"x50210020.47F","Rohrabschnit","10.0","151800","151800","9"
"x64160020.47F","Rohrabschnit","10.0","151800","151800","9"
"x64220020.47F","Rohrabschnit","10.0","151800","151800","9"
"x79205020.47F","Rohrabschnit","10.0","151800","151800","9"
"x79225020.47F","Rohrabschnit","10.0","151800","151800","9"
"x79265020.47F","Rohrabschnit","10.0","151800","151800","3"
"x89210022.47F","Rohrabschnit","10.0","151800","151800","9"
"x89230022.47F","Rohrabschnit","10.0","151800","151800","3"
"x89300022.47F","Rohrabschnit","10.0","151800","151800","3"
"x11025003047F","Rohrabschnit","10.0","151800","151800","9"
"x11030003047F","Rohrabschnit","10.0","151800","151800","3"
"x11035003047F","Rohrabschnit","10.0","151800","151800","3"
"x10084015.47F","Rohrabschnit","10.0","151800","151800","9"
"x10104015.47F","Rohrabschnit","10.0","151800","151800","3"
"x12085015.47F","Rohrabschnit","10.0","151800","151800","9"
"x23512501547F","Rohrabschnit","10.0","151800","151800","9"
"x26130015.47F","Rohrabschnit","10.0","151800","151800","3"
"x42145020.47F","Rohrabschnit","10.0","151800","151800","9"
"x42205020.47F","Rohrabschnit","10.0","151800","151800","3"
"x53165020.47F","Rohrabschnit","10.0","151800","151800","9"
"x53205020.47F","Rohrabschnit","10.0","151800","151800","3"
"x18060015.47F","Rohrabschnit","10.0","151800","151800","3"
"zr2510001563F","Rohrnieten A","10.0","959500","959500","3"
"zr2570015.63F","Rohrnieten A","10.0","959500","959500","3"
"zr2580015.63F","Rohrnieten A","10.0","959500","959500","3"
"zr2590015.63F","Rohrnieten A","10.0","959500","959500","3"
"zr2511015.63F","Rohrnieten A","10.0","959500","959500","9"
"zr2514015.63F","Rohrnieten A","10.0","959500","959500","9"
"zr2516015.63F","Rohrnieten A","10.0","959500","959500","3"
"zr2519015.63F","Rohrnieten A","10.0","959500","959500","9"
"zr2522015.63F","Rohrnieten A","10.0","959500","959500","9"
"zr2525015.63F","Rohrnieten A","10.0","959500","959500","9"
"zr2530015.63F","Rohrnieten A","10.0","959500","959500","9"
"zr2535015.63F","Rohrnieten A","10.0","959500","959500","9"
"zr2540015.63F","Rohrnieten A","10.0","959500","959500","9"
"zr2545015.63F","Rohrnieten A","10.0","959500","959500","3"
"zr2550015.63F","Rohrnieten A","10.0","959500","959500","9"
"zr2555015.63F","Rohrnieten A","10.0","959500","959500","3"
"zr2560015.63F","Rohrnieten A","10.0","959500","959500","3"
"zr2565015.63F","Rohrnieten A","30.0","959500","959500","3"
"4084.1","Crimpeinsatz","60.0","602250","602250","2"
"4084.10","Crimpeinsatz","40.0","602250","602250","0"
"396108","FlachsteckhÃ¼","145.0","555430","555430","2"
"zs20554.21","Federkontakt","25.0","959600","959600","0"
"4263.10","Lampenfassun","20.0","657030","657030","0"
"4263.1","Lichtpunktgr","60.0","657030","657030","2"
"wz1398","Revision","0.0","959904","959904","0"
"01003.68","LÃ¶tstifte","15.0","200515","200515","0"
"wz1730","Vorstanzwerk","0.0","959905","959905","0"
"x51100042.45","CrimphÃ¼lsen","60.0","152030","152030","0"
"01011.68","LÃ¶tstifte","15.0","200525","200525","0"
"zs3798r.60","Steckzungen","40.0","400540","400540","0"
"zs3798r.68","Steckzungen","15.0","400540","400540","0"
"wz0134","Stanzwerkzeu","70.0","959905","959905","0"
"01015.28","LÃ¶tstifte","10.0","200525","200525","2"
"01015.68","LÃ¶tstifte","10.0","200525","200525","2"
"0101506.28","LÃ¶tstifte","15.0","200525","200525","0"
"01017.61","LÃ¶tstifte","15.0","200525","200525","0"
"01017.68","LÃ¶tstifte","15.0","200525","200525","0"
"01018.28","LÃ¶tstifte","15.0","200525","200525","0"
"01018.68","LÃ¶tstifte","15.0","200525","200525","0"
"0101806.68","LÃ¶tstifte","15.0","200525","200525","0"
"01019.28","LÃ¶tstifte","15.0","200535","200535","0"
"1003.61","LÃ¶tstifte","15.0","200510","200510","0"
"1003.68","LÃ¶tstifte","15.0","200510","200510","0"
"1011.61","LÃ¶tstifte","15.0","200520","200520","0"
"1011.68","LÃ¶tstifte","15.0","200520","200520","0"
"1013.61","LÃ¶tstifte","15.0","200530","200530","0"
"1013.68","LÃ¶tstifte","15.0","200530","200530","0"
"1015.22","LÃ¶tstifte","15.0","200520","200520","0"
"1015.28","3","10.0","200520","200520","2"
"1015.61","LÃ¶tstifte","10.0","200520","200520","2"
"1015.68","LÃ¶tstifte","10.0","200520","200520","2"
"101506.28","LÃ¶tstifte","10.0","200520","200520","2"
"1017.61","LÃ¶tstifte","10.0","200520","200520","2"
"1017.68","LÃ¶tstifte","10.0","200520","200520","2"
"1018.28","LÃ¶tstifte","10.0","200520","200520","2"
"1018.68","LÃ¶tstifte","10.0","200520","200520","2"
"101806.68","LÃ¶tstifte","10.0","200520","200520","2"
"1019.28","LÃ¶tstifte","15.0","200530","200530","0"
"1021.68","LÃ¶tstifte","10.0","200520","200520","2"
"4265.1","Pressen-Ober","80.0","653560","653560","0"
"39841.001","RÃ¼ckholfeder","0.0","602540","602540","0"
"0378005.28","Steckzungen","15.0","350515","350515","0"
"0378005.68","Steckzungen","15.0","350515","350515","0"
"0378008.28","Steckzungen","15.0","350515","350515","0"
"0378008.61","Steckzungen","15.0","350515","350515","0"
"0378008.68","Steckzungen","10.0","350515","350515","2"
"0378010.68","Steckzungen","15.0","350515","350515","0"
"0378708.68","Steckzungen","15.0","350535","350535","0"
"0378905.68","Steckzungen","15.0","350535","350535","0"
"0378908.61","Steckzungen","15.0","350535","350535","0"
"0378908.64","Steckzungen","15.0","350535","350535","0"
"0378908.68","Steckzungen","10.0","350535","350535","2"
"0382508.21","Steckzungen","15.0","351015","351015","0"
"0382508.28","Steckzungen","15.0","351015","351015","0"
